OBJECTID,FACILITYID,SUBTYPE,UNITTYPE,OWNER,LIFECYCLESTATUS,INSTALLDATE,DIAMETER_INCHES,FLAPGATE,TRASH_RACK,INVERT1,INVERT2,INVERT3,GROUNDELEVATION,ENABLED,x,y
241,45881STOF,2,Headwall,PRIV,ACT,10/4/2000 12:00:00 AM,,,,,,,,1,3167611.77907932,1657202.66209713
242,620122STOF,1,Flared End Section,FDST,ACT,2/12/2007 12:00:00 AM,,,,5549.24,,,,1,3170994.46686773,1657210.01214805
243,620073STOF,3,Other,FDST,ACT,2/12/2007 12:00:00 AM,,,,5546,,,,1,3170956.06208889,1657221.14893679
244,45867STOF,3,Other,PRIV,ACT,,,,,5617.31,,,,1,3165454.10196424,1657253.05766563
245,1615896STOF,1,Flaired End Section,PRIV,ACT,,,,,5618.5,,,,1,3165465.4923614,1657253.32275696
246,45862STOF,2,Headwall,DPUB,ACT,,,,,5544.18,,,,1,3120510.59145772,1657279.54580162
247,620054STOF,1,Flared End Section,FDST,ACT,2/12/2007 12:00:00 AM,,,,5550.64,,,,1,3171165.4415914,1657295.36040255
248,45836STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3170881.42641139,1657344.4459343
249,1434430STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3170864.88937098,1657345.29206121
250,1438304STOF,1,Flaired End Section,PRIV,ACT,1/10/2001 12:00:00 AM,,,,5544.74,,,,1,3115472.96340965,1657361.13815813
251,1443902STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3167789.80529806,1657368.48558438
252,1443901STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3167794.93619332,1657373.79266039
253,1638054STOF,2,Headwall,PRIV,ACT,8/2/2020 12:00:00 AM,18,,,,,,,1,3170012.19652256,1657416.41757514
254,1419032STOF,1,Flaired End Section,PRIV,ACT,6/25/2017 12:00:00 AM,,,,5559.8,,,,1,3170086.41192532,1657431.68362072
255,45800STOF,2,Headwall,PRIV,ACT,10/14/1999 12:00:00 AM,,,,5433.89,,,,1,3130673.04882306,1657460.32431147
256,1438303STOF,3,Other,PRIV,ACT,,,,,,,,,1,3115694.66769065,1657494.04274796
257,1419056STOF,1,Flaired End Section,PRIV,ACT,6/25/2017 12:00:00 AM,,,,5549.91,,,,1,3170509.71783723,1657500.12934996
258,616204STOF,3,Other,PRIV,ACT,6/25/2017 12:00:00 AM,,,,5549.17,,,5551.9,1,3170524.69451331,1657514.2546498
259,45784STOF,3,Other,PRIV,ACT,10/14/1999 12:00:00 AM,,,,5432.42,,,,1,3130984.03507772,1657529.48591855
260,45780STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3167283.70197956,1657560.01341654
261,887840STOF,2,Headwall,PRIV,ACT,,,,,5584.39,,,,1,3169151.80421448,1657582.21612805
262,45772STOF,2,Headwall,PRIV,ACT,,,,,5620.59,,,,1,3166092.02457289,1657616.15864547
263,637169STOF,1,Flaired End Section,PRIV,ACT,12/8/2008 12:00:00 AM,,,,5618.36,,,,1,3166118.1583789,1657620.50968663
264,45770STOF,2,Headwall,PRIV,ACT,10/14/1999 12:00:00 AM,,,,5434.36,,,,1,3130670.48878881,1657622.13074638
265,887859STOF,2,Headwall,PRIV,ACT,,,,,5593.45,,,,1,3168819.02633673,1657641.38530105
266,45759STOF,2,Headwall,DPUB,ACT,,,,,5541.81,5541.72,5541.95,,1,3170624.61065206,1657702.31726579
267,1438308STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3115192.47906248,1657713.81232154
268,45753STOF,2,Headwall,DPUB,ACT,,,,,5542.71,,,,1,3115713.67618281,1657718.31460913
269,1441519STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3123212.44136898,1657737.64855997
270,48201STOF,3,Other,PRIV,ACT,6/20/2002 12:00:00 AM,,,,5433.23,,,,1,3130840.55472164,1657750.29912521
271,45707STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3167205.93343431,1657806.64940621
272,1442503STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3115378.83761364,1657819.77700463
273,45693STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3167169.40135515,1657844.57157446
274,1439610STOF,3,Other,DPUB,ACT,,,,,,,,,1,3131491.14069082,1657862.60664338
275,1439609STOF,1,Flared End Section,DPUB,ACT,,,,,,,,,1,3131110.65424706,1657865.01739971
276,1439612STOF,3,Other,DPUB,ACT,,,,,,,,,1,3131830.71678331,1657873.36908905
277,45662STOF,2,Headwall,DPUB,ACT,,,,,5480.2,,,,1,3123725.3022199,1657906.44776306
278,45661STOF,2,Headwall,DPUB,ACT,,,,,5450.9,,,,1,3128137.98630789,1657908.90609147
279,621105STOF,1,Flared End Section,FDST,ACT,2/12/2007 12:00:00 AM,,,,5613.13,,,,1,3166085.38416623,1657918.00121763
280,45649STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3167711.6532234,1657967.44468831
281,45635STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3167769.52613914,1657998.97087197
282,1446044STOF,1,Flared End Section,DPUB,ACT,,,,,,,,,1,3170655.71328014,1658041.79165247
283,1446045STOF,1,Flared End Section,DPUB,ACT,,,,,,,,,1,3170671.93175164,1658042.00457855
284,618466STOF,1,Flared End Section,FDST,ACT,6/23/2003 12:00:00 AM,,,,,,,,1,3172352.56881031,1658042.71717554
285,45625STOF,3,Other,PRIV,ACT,,,,,5480.7,,,,1,3126590.88375907,1658065.67546296
286,45623STOF,2,Headwall,PRIV,ACT,8/30/2000 12:00:00 AM,,,,5482,,,,1,3126537.2060449,1658071.9405423
287,45613STOF,2,Headwall,PRIV,ACT,8/30/2000 12:00:00 AM,,,,,,,,1,3126604.48150089,1658102.7200083
288,45611STOF,2,Headwall,DPUB,ACT,,,,,5615.13,,,,1,3165621.70103848,1658113.98114063
289,1438762STOF,1,Flared End Section,DPUB,ACT,,,,,5572.8,,,,1,3172149.96783756,1658128.05624372
290,1446047STOF,1,Flared End Section,DPUB,ACT,,,,,5538.37,,,,1,3170655.18736257,1658138.34526514
291,1446046STOF,1,Flared End Section,DPUB,ACT,,,,,5538.37,,,,1,3170670.69422132,1658139.02472572
292,45608STOF,1,Flared End Section,PRIV,ACT,,,,,5541.7,,,,1,3121036.19933039,1658142.46566372
293,1677078STOF,1,Flaired End Section,DPUB,ACT,,,,,,,,,1,3132064.7186119,1658143.10017689
294,1677093STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3131920.08635522,1658204.96881954
295,45598STOF,1,Flared End Section,PRIV,ACT,,,,,5537.72,,,,1,3121126.82775806,1658227.22139971
296,45593STOF,1,Flared End Section,PRIV,ACT,,,,,5537,,,,1,3121104.6775399,1658258.07632488
297,45576STOF,2,Headwall,DPUB,ACT,,,,,5536.66,,,,1,3170798.83569731,1658306.76946896
298,45557STOF,1,Flared End Section,DPUB,ACT,,,,,5595.5,,,,1,3172729.79246531,1658355.36648463
299,45548STOF,2,Headwall,PRIV,ACT,9/27/2001 12:00:00 AM,,,,5530.66,,,,1,3120748.54800281,1658395.59114172
300,45547STOF,1,Flared End Section,PRIV,ACT,9/27/2001 12:00:00 AM,,,,5529.13,,,,1,3121052.05953489,1658396.83884263
301,45544STOF,2,Headwall,PRIV,ACT,9/27/2001 12:00:00 AM,,,,5529.07,,,,1,3120929.06634256,1658415.94740021
302,45531STOF,2,Headwall,PRIV,ACT,8/30/2000 12:00:00 AM,,,,,,,,1,3125954.12092498,1658545.34051414
303,45524STOF,3,Other,PRIV,ACT,8/30/2000 12:00:00 AM,,,,,,,,1,3125940.35651681,1658587.93622947
304,45523STOF,2,Headwall,PRIV,ACT,8/30/2000 12:00:00 AM,,,,,,,,1,3126019.20445623,1658589.09961297
305,1670181STOF,1,Flaired End Section,PRIV,ACT,12/20/2023 12:00:00 AM,12,,,5624.95,5623.9,,,1,3164878.80488648,1658627.29179379
306,45498STOF,2,Headwall,PRIV,ACT,,,,,5516.83,,,,1,3120782.74019164,1658822.80879122
307,1670112STOF,1,Flaired End Section,PRIV,ACT,12/20/2023 12:00:00 AM,18,,,5626.07,,,,1,3164566.72480197,1658864.34676588
308,1670115STOF,1,Flaired End Section,PRIV,ACT,12/20/2023 12:00:00 AM,,,,,,,,1,3164524.94142097,1658888.93693981
309,1670114STOF,1,Flaired End Section,PRIV,ACT,12/20/2023 12:00:00 AM,,,,,,,,1,3164482.39688665,1658943.85120004
310,45479STOF,2,Headwall,DPUB,ACT,,,,,5530.23,,,,1,3170678.13515131,1658949.19436522
311,1670139STOF,1,Flaired End Section,PRIV,ACT,12/20/2023 12:00:00 AM,18,,,5614.56,5612.19,,,1,3165186.68747281,1659042.08361514
312,1670126STOF,1,Flaired End Section,PRIV,ACT,12/20/2023 12:00:00 AM,36,,,5310.5,,,,1,3165197.27800281,1659102.58808731
313,1670127STOF,1,Flaired End Section,PRIV,ACT,12/20/2023 12:00:00 AM,36,,,5310,,,,1,3165187.5673923,1659156.91573454
314,618729STOF,1,Flared End Section,FDST,ACT,6/23/2003 12:00:00 AM,,,,5570.69,,,,1,3174732.35473314,1659239.56911255
315,618708STOF,2,Headwall,FDST,ACT,11/13/2003 12:00:00 AM,,,,5559.77,,,,1,3174898.66739264,1659344.46424396
316,1670325STOF,2,Headwall,PRIV,ACT,12/20/2023 12:00:00 AM,,,,,,,,1,3165153.66785382,1659347.08005238
317,867651STOF,1,Flaired End Section,PRIV,ACT,3/18/2015 12:00:00 AM,,,,5400,5399.87,,,1,3132327.30502898,1659348.27919696
318,1670016STOF,2,Headwall,PRIV,ACT,12/20/2023 12:00:00 AM,8,1,,5607.25,5606.5,,,1,3165064.91245389,1659351.32545072
319,867640STOF,1,Flaired End Section,PRIV,ACT,3/18/2015 12:00:00 AM,,,,5402.24,5402.16,,,1,3132119.29527439,1659353.11678572
320,1441528STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3125440.65147948,1659417.39618471
321,618596STOF,1,Flared End Section,FDST,ACT,6/23/2003 12:00:00 AM,,,,5574.12,,,,1,3174541.97059947,1659433.0775838
322,1670153STOF,1,Flaired End Section,PRIV,ACT,12/20/2023 12:00:00 AM,12,,,5638.8,5637.7,,,1,3164211.39381973,1659474.5814378
323,1441529STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3125513.22088814,1659476.4239538
324,1669991STOF,2,Headwall,PRIV,ACT,12/20/2023 12:00:00 AM,18,,,5608.2,,,,1,3164931.62072572,1659487.86815663
325,1670262STOF,2,Headwall,PRIV,ACT,12/20/2023 12:00:00 AM,6,,,,,,,1,3165194.20911132,1659490.5873113
326,1669973STOF,2,Headwall,PRIV,ACT,12/20/2023 12:00:00 AM,36,,,5608.14,,,,1,3164925.24573848,1659494.62437671
327,1670240STOF,2,Headwall,PRIV,ACT,12/20/2023 12:00:00 AM,6,,,,,,,1,3165169.71375348,1659505.84384246
328,1670331STOF,2,Headwall,PRIV,ACT,12/20/2023 12:00:00 AM,,,,,,,,1,3164869.76651873,1659560.87457229
329,1670328STOF,2,Headwall,PRIV,ACT,12/20/2023 12:00:00 AM,,,,,,,,1,3164865.75930889,1659568.14752363
330,1670156STOF,1,Flaired End Section,PRIV,ACT,12/20/2023 12:00:00 AM,12,,,5632.95,5631.9,,,1,3164435.02427799,1659652.64472997
331,1669999STOF,1,Flaired End Section,PRIV,ACT,,,,,,,,,1,3164824.93097848,1659669.87369813
332,1670000STOF,1,Flaired End Section,PRIV,ACT,,,,,,,,,1,3164743.08960673,1659701.36805771
333,618690STOF,2,Headwall,FDST,ACT,6/23/2003 12:00:00 AM,,,,5563.3,,,,1,3174975.11146548,1659709.24008921
334,1446087STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3170608.44828281,1659751.34171104
335,45399STOF,2,Headwall,DPUB,ACT,,,,,5519.46,,,,1,3170588.55527797,1659791.95809963
336,1670040STOF,1,Flaired End Section,PRIV,ACT,,,,,,,,,1,3164616.52129032,1659840.71587613
337,753893STOF,1,Flared End Section,PRIV,ACT,11/5/2008 12:00:00 AM,,,,5565.56,,,,1,3174577.85208939,1660028.44548754
338,753902STOF,1,Flared End Section,PRIV,ACT,11/5/2008 12:00:00 AM,,,,5565.03,,,,1,3174588.75921981,1660039.51862814
339,45357STOF,2,Headwall,DPUB,ACT,,,,,5512.25,,,,1,3170387.92116481,1660175.52229314
340,1677103STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3130943.80878022,1660216.80994022
341,618775STOF,1,Flared End Section,FDST,ACT,5/13/2003 12:00:00 AM,,,,5547.4,,,,1,3175706.13985907,1660275.85378538
342,1441704STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3126727.11445773,1660370.66429129
343,1677113STOF,1,Flaired End Section,PRIV,ACT,,,,,,,,,1,3130899.89777881,1660432.34789497
344,45332STOF,2,Headwall,DPUB,ACT,,,,,5510.45,,,,1,3170241.9335959,1660439.09952188
345,1441707STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3126783.58973847,1660444.67661047
346,1441703STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3126858.94785547,1660494.01148555
347,1441702STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3126983.64215989,1660559.99035622
348,45308STOF,2,Headwall,DPUB,ACT,,,,,5508.62,,,,1,3170109.32657765,1660691.16430646
349,45285STOF,2,Headwall,DPUB,ACT,,,,,5282,,,,1,3122986.30993147,1660837.29426354
350,45282STOF,2,Headwall,DPUB,ACT,,,,,5507.9,,,,1,3169974.47973448,1660903.02411896
351,45269STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3169869.27850132,1661145.01904179
352,45267STOF,2,Headwall,DPUB,ACT,,,,,5505.87,,,,1,3169852.82085706,1661149.45997781
353,634564STOF,1,Flared End Section,PRIV,ACT,10/18/2000 12:00:00 AM,36,,,5544.1,,,,1,3174592.85041898,1661326.84085663
354,1441713STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3127950.24980673,1661348.12526289
355,45240STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3128778.53817639,1661429.62903689
356,45239STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3128953.43907331,1661433.77633829
357,45238STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3128826.09090281,1661442.11621663
358,45234STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3128914.32989956,1661458.6896743
359,1441711STOF,1,Flared End Section,DPUB,ACT,,,,,,,,,1,3128081.46837631,1661531.92640446
360,621769STOF,1,Flared End Section,FDST,ACT,2/14/2007 12:00:00 AM,,,,5565.61,,,,1,3164831.16193715,1661579.79146622
361,45219STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3129072.67833614,1661595.93775938
362,45208STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3129079.73770523,1661649.8349613
363,45192STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3129064.76463807,1661741.03720671
364,621777STOF,1,Flared End Section,FDST,ACT,2/14/2007 12:00:00 AM,,,,5564.65,,,,1,3164688.85940023,1661768.25729664
365,619115STOF,1,Flared End Section,FDST,ACT,6/23/2003 12:00:00 AM,,,,5506.27,,,,1,3178867.71555689,1661810.92847113
366,1446086STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3169499.97871497,1661815.83922246
367,45155STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3129068.31646822,1661868.84600621
368,45154STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3169469.47123006,1661870.6868818
369,45148STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3127934.95488982,1661895.6927373
370,45143STOF,2,Headwall,PRIV,ACT,12/5/1974 12:00:00 AM,,,,5542.6,,,,1,3174479.30340198,1661899.23472497
371,45146STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3128307.00434256,1661904.3856333
372,45144STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3174412.26022898,1661913.54178296
373,45129STOF,2,Headwall,DPUB,ACT,,,,,5443.8,,,,1,3122054.88823789,1661974.94684388
374,45123STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3174475.71384223,1662005.41856772
375,1667438STOF,1,Flaired End Section,PRIV,ACT,3/25/1998 12:00:00 AM,18,,,5564.45,,,,1,3171164.32381147,1662057.36006488
376,45099STOF,1,Flared End Section,DPUB,ACT,,,,,5539.26,,,,1,3174556.17201464,1662069.81312397
377,45102STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3126937.40471956,1662074.37610696
378,45094STOF,2,Headwall,DPUB,ACT,,,,,5499.15,,,,1,3169346.73919207,1662091.5821093
379,564385STOF,1,Flared End Section,DPUB,ACT,2/20/1998 12:00:00 AM,,,,5397,,,,1,3126397.90579855,1662154.6016683
380,625528STOF,1,Flared End Section,DPUB,ACT,1/2/2007 12:00:00 AM,,,,5541,,,,1,3174545.87380689,1662155.80507797
381,1684119STOF,1,Flaired End Section,PRIV,ACT,1/27/2009 12:00:00 AM,,,,,,,,1,3170728.87816006,1662167.37099971
382,1667279STOF,1,Flaired End Section,PRIV,ACT,3/25/1998 12:00:00 AM,,,,5583,,,,1,3171597.27078024,1662226.86267863
383,564386STOF,3,Other,DPUB,ACT,2/20/1998 12:00:00 AM,,,,5396.61,,,,1,3126390.62497322,1662232.26128988
384,45055STOF,1,Flared End Section,DPUB,ACT,,,,,,,,,1,3165155.22920239,1662276.60470513
385,45039STOF,2,Headwall,DPUB,ACT,,,,,5498.53,,,,1,3169247.19444364,1662317.6367753
386,45036STOF,2,Headwall,DPUB,ACT,,,,,5497.49,,,,1,3169224.25780973,1662329.8336013
387,720626STOF,1,Flared End Section,PRIV,ACT,4/27/2010 12:00:00 AM,12,,,5554.65,,,,1,3174237.43249464,1662334.10819905
388,830051STOF,1,Flared End Section,PRIV,ACT,,15,,,5588,,,,1,3172180.78831398,1662359.59043154
389,830034STOF,1,Flared End Section,PRIV,ACT,,,,,5585,,,,1,3172537.67802015,1662385.48703329
390,830025STOF,1,Flared End Section,PRIV,ACT,,,,,5586.16,,,,1,3172429.09884098,1662408.50995313
391,625587STOF,1,Flared End Section,PRIV,ACT,1/2/2007 12:00:00 AM,,,,5548.4,,,,1,3174361.03920281,1662427.02336755
392,830054STOF,2,Headwall,PRIV,ACT,,,,,55.86,,,,1,3172175.32277372,1662432.46823855
393,45012STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3125663.67826439,1662459.83498171
394,494421STOF,1,Flaired End Section,DPUB,ACT,6/19/2006 12:00:00 AM,,,,5383.95,,,,1,3126008.6775744,1662509.47267772
395,830032STOF,2,Headwall,PRIV,ACT,,,,,5582,,,,1,3172571.3777559,1662517.32830505
396,720891STOF,1,Flared End Section,PRIV,ACT,10/7/2010 12:00:00 AM,,,,5576.33,,,,1,3173027.67179081,1662536.05858254
397,1667179STOF,2,Headwall,PRIV,ACT,5/9/1995 12:00:00 AM,12,,,5589.3,,,,1,3171967.17817689,1662543.27346313
398,1667178STOF,2,Headwall,PRIV,ACT,5/9/1995 12:00:00 AM,,,,5588.8,,,,1,3172085.46042064,1662543.78691354
399,721580STOF,2,Headwall,DPUB,ACT,6/8/2009 12:00:00 AM,,,,5492.42,,,,1,3169005.73035964,1662565.08805205
400,830021STOF,2,Headwall,PRIV,ACT,,,,,5582.2,,,,1,3172522.73054348,1662566.34657972
401,44987STOF,2,Headwall,PRIV,ACT,10/3/1995 12:00:00 AM,,,,,,,,1,3130287.24447656,1662595.4767708
402,722581STOF,2,Headwall,PRIV,ACT,,,,,5312,,,,1,3130287.80910797,1662615.70146789
403,551624STOF,3,Other,PRIV,ACT,1/18/2007 12:00:00 AM,,,,5569.84,,,,1,3164624.62002739,1662623.31562588
404,551654STOF,3,Other,PRIV,ACT,1/18/2007 12:00:00 AM,,,,5571.21,,,,1,3164489.15605947,1662623.32218754
405,722575STOF,2,Headwall,PRIV,ACT,,,,,5312.18,,,,1,3130301.78381756,1662655.28865905
406,1684097STOF,1,Flaired End Section,PRIV,ACT,,,,,,,,,1,3170649.0056164,1662767.15982638
407,820701STOF,3,Other,PRIV,ACT,12/31/2009 12:00:00 AM,72,,,5297.92,,,,1,3131360.53760557,1662822.86279896
408,1616135STOF,3,Other,PRIV,ACT,12/6/2019 12:00:00 AM,18,,,5574.54,5574.68,,,1,3170952.55586231,1662823.09344155
409,723027STOF,3,Other,PRIV,ACT,,72,,,,,,,1,3131354.99988697,1662838.99990579
410,621196STOF,1,Flared End Section,FDST,ACT,2/14/2007 12:00:00 AM,,,,5546.31,,,,1,3163703.27574147,1662841.77647504
411,634122STOF,1,Flared End Section,PRIV,ACT,4/23/2008 12:00:00 AM,,,,5537.67,,,5539.42,1,3174505.29383557,1662868.21014921
412,619227STOF,1,Flared End Section,FDST,ACT,6/23/2003 12:00:00 AM,,,,5507.46,,,,1,3180637.36621706,1662874.00639747
413,753192STOF,3,Other,PRIV,ACT,7/22/2008 12:00:00 AM,,,,5322.93,,,,1,3127971.85475039,1662887.34593771
414,634140STOF,3,Other,PRIV,ACT,4/23/2008 12:00:00 AM,,,,5535.63,,,5539.99,1,3174496.44313148,1662896.73076147
415,621201STOF,1,Flared End Section,FDST,ACT,2/14/2007 12:00:00 AM,,,,5546,,,,1,3163634.12725773,1662922.01253505
416,44953STOF,2,Headwall,DPUB,ACT,,,,,5386.21,,,,1,3125208.49118264,1662946.30809014
417,753186STOF,3,Other,PRIV,ACT,7/22/2008 12:00:00 AM,,,,5323.52,,,,1,3127838.9534414,1662966.00162029
418,711121STOF,3,Other,DPUB,ACT,,,,,,,,,1,3131432.55583423,1662974.31164305
419,44945STOF,2,Headwall,DPUB,ACT,,,,,5401.05,,,,1,3123528.82459448,1662986.61640847
420,753173STOF,3,Other,PRIV,ACT,7/22/2008 12:00:00 AM,,,,5323.13,,,,1,3127705.6111884,1663025.50150129
421,639183STOF,2,Headwall,PRIV,ACT,1/28/2009 12:00:00 AM,,,,5522.32,,,,1,3167344.78519073,1663062.72911713
422,44921STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3125070.23752214,1663064.80490038
423,44933STOF,2,Headwall,DPUB,ACT,,,,,5302.67,,,,1,3128865.59246422,1663082.6864263
424,1424703STOF,2,Headwall,PRIV,ACT,9/29/2014 12:00:00 AM,,,,,,,,1,3173376.02148782,1663086.0624038
425,44913STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3124413.32577823,1663101.8930808
426,722503STOF,3,Other,PRIV,ACT,,,,,,,,,1,3130432.80389673,1663133.83757071
427,1629527STOF,2,Headwall,PRIV,ACT,2/19/2020 12:00:00 AM,18,,,5529.16,,,,1,3166827.15007114,1663151.26929438
428,44902STOF,2,Headwall,NDPUB,ACT,,48,,,,,,,1,3131535.50116639,1663151.89921439
429,621089STOF,1,Flared End Section,FDST,ACT,2/14/2007 12:00:00 AM,,,,5563.5,,,,1,3163699.82561715,1663177.8653698
430,44897STOF,2,Headwall,NDPUB,ACT,1/3/1996 12:00:00 AM,18,,,5301.8,,,,1,3131675.21348539,1663184.54481839
431,892350STOF,3,Other,PRIV,ACT,3/3/2016 12:00:00 AM,,,,5552.2,,,,1,3160210.62918347,1663186.83648047
432,892323STOF,3,Other,PRIV,ACT,3/3/2016 12:00:00 AM,,,,5550.66,,,,1,3160346.84905539,1663191.43358414
433,621102STOF,2,Headwall,FDST,ACT,2/14/2007 12:00:00 AM,,,,5567.63,,,,1,3163904.1821638,1663212.78688788
434,471012STOF,1,Flared End Section,PRIV,ACT,9/14/2005 12:00:00 AM,,,,5503.1,,,,1,3168531.21424831,1663240.40920797
435,44865STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3126907.89460798,1663248.01942897
436,482598STOF,3,Other,PRIV,ACT,1/12/2005 12:00:00 AM,,,,5548.67,,,,1,3173145.40187031,1663248.51253821
437,482597STOF,1,Flared End Section,PRIV,ACT,1/12/2005 12:00:00 AM,,,,5548.7,,,,1,3173123.16897514,1663259.81402481
438,44849STOF,2,Headwall,PRIV,ACT,4/19/1999 12:00:00 AM,,,,5309.66,,,,1,3129751.41319914,1663271.06367421
439,619432STOF,1,Flared End Section,FDST,ACT,2/20/2004 12:00:00 AM,,,,5520.7,,,,1,3181128.30060264,1663281.9202798
440,415380STOF,1,Flared End Section,PRIV,ACT,9/30/2004 12:00:00 AM,,,,5374.91,,,,1,3124934.27847648,1663286.39139946
441,44843STOF,2,Headwall,DPUB,ACT,,,,,5311.53,,,,1,3129174.06953757,1663293.96684363
442,44831STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3173056.95421256,1663311.18137613
443,44823STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3126642.1487484,1663319.03142604
444,619228STOF,1,Flared End Section,FDST,ACT,6/23/2003 12:00:00 AM,,,,5502.27,,,,1,3181207.06159998,1663322.40937205
445,709404STOF,3,Other,NDPUB,ACT,,,,,,,,,1,3180848.99998015,1663325.99991605
446,619185STOF,1,Flared End Section,FDST,ACT,6/23/2003 12:00:00 AM,,,,5500,,,,1,3180805.54009332,1663340.99365246
447,619054STOF,1,Flared End Section,FDST,ACT,,,,,5499.15,,,,1,3181073.78168282,1663343.07632546
448,722904STOF,2,Headwall,PRIV,ACT,,48,,,,,,,1,3129656.00000414,1663363.99984005
449,44806STOF,2,Headwall,PRIV,ACT,,,,,,,,,1,3177835.61624314,1663365.90337954
450,1674082STOF,2,Headwall,DPUB,ACT,5/25/2021 12:00:00 AM,,1,,5476.64,,,,1,3156049.13685031,1663366.50803714
451,619840STOF,1,Flared End Section,FDST,ACT,,,,,5504,,,,1,3180877.65280998,1663367.36564696
452,619252STOF,1,Flared End Section,FDST,ACT,2/26/2004 12:00:00 AM,,,,5502.25,,,,1,3181333.13057356,1663371.73571697
453,621094STOF,2,Headwall,FDST,ACT,2/14/2007 12:00:00 AM,,,,5566.37,,,,1,3163856.65732448,1663374.71241705
454,44784STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3168692.15683982,1663394.45647205
455,709370STOF,1,Flaired End Section,NDPUB,ACT,,,,,,,,,1,3181281.80816965,1663394.75240321
456,709365STOF,1,Flaired End Section,NDPUB,ACT,,,,,,,,,1,3181278.00010639,1663397.00010213
457,846514STOF,2,Headwall,PRIV,ACT,3/28/2013 12:00:00 AM,,,,5497.02,,,,1,3168850.73887172,1663416.37145446
458,709360STOF,3,Other,NDPUB,ACT,,,,,,,,,1,3181228.99987631,1663420.00005613
459,722844STOF,3,Other,PRIV,ACT,,,,,,,,,1,3126188.52662414,1663425.15654188
460,720534STOF,1,Flared End Section,PRIV,ACT,11/11/2010 12:00:00 AM,12,,,5506.93,,,,1,3168105.15998231,1663428.0125073
461,720535STOF,1,Flared End Section,PRIV,ACT,11/11/2010 12:00:00 AM,,,,5506.46,,,,1,3168142.80623248,1663433.36649922
462,720543STOF,3,Other,PRIV,ACT,11/11/2010 12:00:00 AM,,,,5506.93,,,,1,3168106.96115981,1663433.66964822
463,44763STOF,2,Headwall,DPUB,ACT,,,,,,,,,1,3125932.63343515,1663451.92387679
464,709305STOF,1,Flaired End Section,NDPUB,ACT,,,,,,,,,1,3181185.99996231,1663451.99999213
465,619264STOF,1,Flared End Section,FDST,ACT,6/23/2003 12:00:00 AM,,,,5530.35,,,,1,3181348.11971681,1663455.71684821
466,818321STOF,1,Flared End Section,PRIV,ACT,1/3/2013 12:00:00 AM,18,,,5488.94,,,,1,3168699.3874684,1663456.01573214
467,44756STOF,2,Headwall,DPUB,ABND,,,,,,,,,0,3125893.66238448,1663463.97962697
468,709301STOF,3,Other,NDPUB,ACT,,,,,,,,,1,3181153.00002831,1663464.99996613
469,846499STOF,2,Headwall,PRIV,ACT,3/28/2013 12:00:00 AM,,,,5497.5,,,5500.8,1,3168807.93154265,1663493.28632689
