OBJECTID,FACILITYID,SUBTYPE,UNITKIND,OWNER,LIFECYCLESTATUS,INSTALLDATE,LENGTH,MULTIINLETCOUNT,RIM_ELEV,INVERT1,INVERT2,GROUNDELEVATION,ENABLED,x,y
23594,470745STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5294.61,,,1,3175768.77916948,1701091.95719238
23595,15082STIL,1,SIPHON,DPUB,ACT,,,1,,,,,1,3153276.67914064,1701092.19144388
23596,846924STIL,1,NO16,DPUB,ACT,12/17/2013 12:00:00 AM,,1,5203.48,5198.83,,,1,3143803.5534019,1701092.69242713
23597,1611194STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5176.96,5175.05,,,1,3139396.21444756,1701092.84006463
23598,15076STIL,1,SIPHON,DPUB,ACT,,,1,,,,,1,3153623.81066422,1701093.3702473
23599,15081STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3145229.09976339,1701093.40174329
23600,470709STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5293.64,,,1,3175402.15129381,1701093.69406556
23601,846884STIL,1,NO16,DPUB,ACT,12/17/2013 12:00:00 AM,,1,5203.88,5199.08,,,1,3143740.49742565,1701094.06447163
23602,883132STIL,3,NO16,DPUB,ACT,7/23/2015 12:00:00 AM,,1,5277.19,5273.48,,,1,3135259.5704899,1701094.37254187
23603,15080STIL,98,UNKN,DPUB,ACT,2/7/1996 12:00:00 AM,,3,,,,,1,3141040.26135631,1701095.40009888
23604,15073STIL,1,SIPHON,DPUB,ACT,4/1/1906 12:00:00 AM,,1,,,,,1,3155309.54515365,1701099.32233514
23605,875089STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,1,,5241.24,5240.79,,1,3152207.44276206,1701099.78066754
23606,470742STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5297.36,,,1,3176521.23829448,1701099.94503731
23607,15066STIL,98,UNKN,PRIV,ACT,10/18/1999 12:00:00 AM,,1,,,,,1,3138607.35053973,1701100.02837047
23608,875012STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,1,,5230.89,,,1,3151528.57010406,1701101.18092722
23609,875094STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,1,,5251.86,,,1,3152552.34266281,1701103.53492513
23610,470727STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5295.58,,,1,3176052.26285447,1701103.55625054
23611,15071STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3133455.37101431,1701103.86300847
23612,1611192STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5177.06,5174.97,,,1,3139396.78990573,1701104.46996263
23613,615850STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5200.32,,,1,3143564.85670081,1701104.84135297
23614,615853STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5199.38,,,1,3143613.6522069,1701104.96110338
23615,15068STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3143787.85166165,1701107.68189846
23616,636256STIL,2,NO14,DPUB,ACT,9/16/1999 12:00:00 AM,6,2,5181.1,5177,,,1,3139372.06324914,1701107.71569104
23617,15051STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3138249.9067008,1701112.11299196
23618,875011STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,1,,5230.48,,,1,3151560.35350506,1701112.27998638
23619,565464STIL,2,NO14,DPUB,ACT,8/19/1999 12:00:00 AM,6,2,,5176.8,5176.63,,1,3139328.49443865,1701112.53753179
23620,470710STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5293.63,,,1,3175376.11361623,1701112.94829214
23621,875088STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,1,,5243.34,,,1,3152234.78621131,1701114.97158206
23622,615851STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5200,,,1,3143576.30582489,1701116.01816788
23623,15060STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3147629.79312474,1701116.54408546
23624,615880STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5199.08,,,1,3143625.25388972,1701117.94008005
23625,1611191STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5171.01,5174.85,,,1,3139398.00578256,1701120.14808089
23626,15050STIL,98,UNKN,PRIV,ACT,10/18/1999 12:00:00 AM,,1,,,,,1,3138583.46377648,1701123.56408454
23627,870168STIL,2,ST,DPUB,ACT,,,2,,,,,1,3137589.21346839,1701123.68022604
23628,815717STIL,2,NO14,DPUB,ACT,1/10/2013 12:00:00 AM,6,2,5327.85,5322.25,,,1,3179597.33778532,1701124.33967355
23629,875081STIL,3,NO16,DPUB,ACT,10/7/2013 12:00:00 AM,,1,,5252.78,,,1,3152581.68315531,1701125.54013047
23630,15056STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3147184.18377973,1701125.70942147
23631,615852STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5199.68,,,1,3143587.75494897,1701127.19465472
23632,15052STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3147682.28941081,1701129.84786463
23633,1611190STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5177.04,5174.77,,,1,3139399.17015031,1701131.79996046
23634,15047STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3135165.14220107,1701135.45776156
23635,470728STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5295.68,,,1,3176047.3767094,1701136.34555505
23636,615744STIL,3,NO16,DPUB,ACT,1/31/2008 12:00:00 AM,,1,5204,5195.35,5194.96,,1,3143727.04075964,1701136.39148672
23637,815716STIL,2,NO14,DPUB,ACT,1/10/2013 12:00:00 AM,6,2,5327.81,5321.96,,,1,3179570.04059581,1701136.5866963
23638,15045STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3143817.25317764,1701137.51320364
23639,615890STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5199.36,,,1,3143597.40355173,1701138.44102331
23640,1622136STIL,1,C,PRIV,ACT,11/4/2020 12:00:00 AM,,1,5301.74,5298.2,,,1,3160790.50466414,1701138.57225662
23641,1622137STIL,1,C,PRIV,ACT,11/4/2020 12:00:00 AM,,1,5303.6,5297.83,5297.63,,1,3160844.15055422,1701138.83242671
23642,1629924STIL,1,NO16,PRIV,ACT,4/16/2021 12:00:00 AM,6,2,5207.22,5203.97,5202.52,5206.77,1,3145070.0607114,1701138.9922033
23643,636162STIL,2,NO14,DPUB,ACT,4/16/2003 12:00:00 AM,9,3,,5176.39,,,1,3139630.62703648,1701140.6792078
23644,625517STIL,1,OTHR,PRIV,ACT,5/8/2008 12:00:00 AM,,1,,5307.99,,,1,3177659.85445556,1701140.99744864
23645,1659939STIL,1,C,PRIV,ACT,8/21/2023 12:00:00 AM,2,1,5364.44,5361.48,,5364.44,1,3130254.41711439,1701142.39049047
23646,15040STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3147228.97896573,1701143.39901863
23647,15039STIL,2,ST,DPUB,ACT,,,1,,,,,1,3147140.80788223,1701144.3642398
23648,615901STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5199.1,,,1,3143681.46834423,1701145.40229547
23649,872176STIL,99,OTHR,PRIV,ACT,11/3/2014 12:00:00 AM,,1,5178.61,5174.88,,,1,3141602.51023181,1701145.68149439
23650,1611188STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5176.97,5174.65,,,1,3139401.05039589,1701147.6850993
23651,615891STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5199.36,,,1,3143608.76015632,1701149.71134196
23652,839282STIL,2,NO14,DPUB,ACT,2/13/2014 12:00:00 AM,6,2,5242.53,5337.78,,,1,3180940.96764398,1701149.78811346
23653,839283STIL,2,NO14,DPUB,ACT,2/13/2014 12:00:00 AM,6,2,5242.19,5337.97,,,1,3180980.96756397,1701149.78811346
23654,1456794STIL,3,NO16,DPUB,ACT,,,1,,,,,1,3141042.05334748,1701150.02597389
23655,615769STIL,3,NO16,PRIV,ACT,,,1,,,,,1,3143645.98613173,1701152.85766113
23656,15037STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3147688.05678773,1701153.00661096
23657,815891STIL,2,NO14,DPUB,ACT,1/10/2013 12:00:00 AM,9,3,5333.07,5327.07,,,1,3180300.03913581,1701153.42655763
23658,15035STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3135775.5281194,1701154.62832688
23659,15033STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3147667.86588323,1701155.37766922
23660,615907STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5199.12,,,1,3143680.99623232,1701156.39243096
23661,1617558STIL,3,NO16,DPUB,ACT,8/22/2022 12:00:00 AM,,1,5210.27,5207.12,,,1,3145793.43557698,1701158.57812214
23662,1611187STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5176.97,5174.57,,,1,3139403.28989273,1701159.33993164
23663,771542STIL,2,NO14,DPUB,ACT,3/25/2015 12:00:00 AM,6,2,5177.33,5171.68,,,1,3140904.31740248,1701160.40784289
23664,15030STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3131153.44976515,1701160.73691046
23665,839274STIL,2,NO14,DPUB,ACT,2/13/2014 12:00:00 AM,6,2,5335.46,5330.56,,,1,3180484.08109055,1701162.49642138
23666,625460STIL,1,OTHR,PRIV,ACT,5/8/2008 12:00:00 AM,,1,,5307.63,5307.46,,1,3177826.12544848,1701163.92456813
23667,15028STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3131190.41425815,1701164.48460639
23668,15018STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3131815.1069064,1701171.32744047
23669,15017STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3131518.16425881,1701171.6633978
23670,15014STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3131484.45107165,1701172.48557463
23671,15013STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3131848.51530415,1701172.9921353
23672,1475083STIL,2,NO14,DPUB,ACT,9/12/2019 12:00:00 AM,6,2,5349.31,5343.21,,,1,3181751.88334498,1701174.34679139
23673,1611186STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5176.93,5174.45,,,1,3139406.07991339,1701174.54987496
23674,872177STIL,99,OTHR,PRIV,ACT,11/3/2014 12:00:00 AM,,1,5177.93,,,,1,3141636.2978939,1701175.33202563
23675,15010STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3135710.17490365,1701175.3385873
23676,1617562STIL,3,NO16,DPUB,ACT,8/22/2022 12:00:00 AM,,1,5209.89,5205.04,,,1,3145770.88378482,1701175.46096238
23677,615229STIL,2,NO14,DPUB,ACT,4/16/2003 12:00:00 AM,9,3,,5176.48,,,1,3139665.91830447,1701175.52231397
23678,15009STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3147636.83937047,1701175.90223446
23679,711488STIL,2,NO14,DPUB,ACT,11/16/2009 12:00:00 AM,,1,,,,,1,3137646.85935047,1701177.58694237
23680,15005STIL,98,UNKN,DPUB,ACT,2/7/1996 12:00:00 AM,,3,,5169.32,,,1,3140962.66636714,1701182.62728663
23681,1617556STIL,2,NO14,DPUB,ACT,8/22/2022 12:00:00 AM,9,3,5210.48,5206.26,,,1,3145815.9785109,1701183.80805854
23682,411167STIL,3,NO16,PRIV,ACT,8/28/2002 12:00:00 AM,,1,,5313.92,,,1,3168053.92452048,1701184.23981622
23683,15004STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3136100.21513405,1701184.54591796
23684,815890STIL,2,NO14,DPUB,ACT,1/10/2013 12:00:00 AM,6,2,5333.07,5327.07,,,1,3180298.08999273,1701185.34676938
23685,15001STIL,98,UNKN,DPUB,ACT,,,2,,5197.51,,,1,3144090.86089815,1701185.3562838
23686,1611185STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5177.02,5174.37,,,1,3139408.59992148,1701185.76999688
23687,15000STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3135755.93301423,1701186.64466704
23688,615916STIL,1,OTHR,PRIV,ACT,1/31/2008 12:00:00 AM,,1,,5199.68,,,1,3143629.9198909,1701187.36284147
23689,470739STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5293.47,,,1,3175470.62162931,1701187.83954655
23690,406902STIL,2,NO14,DPUB,ACT,10/28/2003 12:00:00 AM,6,2,,5311.84,,,1,3169027.92486906,1701188.09020221
23691,1504060STIL,1,OTHR,PRIV,ACT,7/24/2018 12:00:00 AM,6,1,5180.43,5176.71,,5180.43,1,3138764.35613123,1701189.43370347
23692,14998STIL,98,UNKN,DPUB,ACT,,,1,,5198.88,,,1,3144057.4406894,1701191.67385647
23693,411171STIL,3,NO16,PRIV,ACT,8/28/2002 12:00:00 AM,,1,,5313.83,,5317.6,1,3167812.43615831,1701191.94649372
23694,1428405STIL,2,NO14,DPUB,ACT,4/18/2018 12:00:00 AM,,2,5186.3,5180.6,,,1,3138328.90752706,1701192.49078396
23695,1456792STIL,3,NO16,DPUB,ACT,,,1,,,,,1,3141087.30096039,1701196.28441155
23696,14996STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3147790.7757424,1701197.85494646
23697,839302STIL,2,NO14,DPUB,ACT,2/13/2014 12:00:00 AM,6,2,5342.57,5337.47,,,1,3181016.96749198,1701199.78834155
23698,14994STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3147757.61603181,1701200.53309071
23699,771543STIL,2,NO14,DPUB,ACT,3/25/2015 12:00:00 AM,6,2,5177.42,5170.96,5169.72,,1,3140860.09406573,1701200.75323462
23700,1611180STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5176.94,5174.44,,,1,3139412.36992706,1701201.20008413
23701,14993STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3135165.01490472,1701201.32934897
23702,839273STIL,2,NO14,DPUB,ACT,2/13/2014 12:00:00 AM,6,2,5335.4,5330.45,,,1,3180479.12211098,1701204.14102313
23703,470738STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5293.52,,,1,3175445.10855697,1701206.39495564
23704,14991STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3139164.55710247,1701207.27881213
23705,470754STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5292.27,,,1,3175129.73451582,1701209.53405696
23706,14988STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3147773.53397898,1701210.47499996
23707,464557STIL,3,NO16,PRIV,ACT,8/25/2004 12:00:00 AM,,1,,5178.22,,,1,3139663.07250965,1701212.20924847
23708,1611179STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5176.9,5174.54,,,1,3139416.01099589,1701213.32440372
23709,411355STIL,1,OTHR,PRIV,ACT,12/12/2003 12:00:00 AM,,1,,5317.1,,,1,3167899.21944931,1701214.33358805
23710,815660STIL,2,NO14,DPUB,ACT,1/10/2013 12:00:00 AM,6,2,5327.3,5320.16,,,1,3179500.33272998,1701214.34572713
23711,14987STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3144359.91941515,1701215.44513439
23712,1622150STIL,1,C,PRIV,ACT,11/4/2020 12:00:00 AM,,1,5308.89,5304.89,,,1,3160880.73479864,1701218.75319864
23713,464556STIL,3,NO16,PRIV,ACT,8/25/2004 12:00:00 AM,,1,,5177.8,5177.96,,1,3139654.59221165,1701220.69873279
23714,870053STIL,1,UNKN,FDST,ACT,,10,,5187.5,5181.5,5181.3,,1,3137774.13993581,1701220.88409989
23715,411172STIL,3,NO16,PRIV,ACT,8/28/2002 12:00:00 AM,,1,,5313.57,5313.37,5317.6,1,3167812.37546289,1701221.34538504
23716,14984STIL,98,UNKN,DPUB,ACT,4/1/1997 12:00:00 AM,,2,,,,,1,3141817.03572139,1701223.19839972
23717,1611178STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5176.89,5174.7,,,1,3139419.8200434,1701227.72988671
23718,720396STIL,99,OTHR,PRIV,ACT,4/15/2003 12:00:00 AM,,,,5308.15,,,1,3169744.98741131,1701229.15147179
23719,470755STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5293.11,,,1,3175102.97735147,1701229.16459513
23720,14981STIL,98,UNKN,FDST,ACT,,,1,,,,,1,3138035.40614556,1701229.5353293
23721,406901STIL,2,NO14,DPUB,ACT,10/28/2003 12:00:00 AM,6,2,,5311.88,,,1,3169027.90551214,1701230.09077439
23722,1617551STIL,2,NO14,DPUB,ACT,8/22/2022 12:00:00 AM,6,2,5209.72,5204.72,,,1,3145720.49674648,1701230.29976347
23723,839303STIL,2,NO14,DPUB,ACT,2/13/2014 12:00:00 AM,6,2,5342.51,5337.21,,,1,3181016.96749198,1701231.78827755
23724,14979STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3147830.58504598,1701233.04877372
23725,720404STIL,99,OTHR,PRIV,ACT,4/15/2003 12:00:00 AM,,,,5304.05,,,1,3170915.16518906,1701234.55828513
23726,636221STIL,2,NO14,DPUB,ACT,4/16/2003 12:00:00 AM,6,2,,5176,,,1,3139974.83107248,1701235.26628897
23727,1611177STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5176.92,5174.8,,,1,3139423.55986531,1701238.47002271
23728,14975STIL,98,UNKN,DPUB,ACT,,,1,,5291.71,,,1,3157317.46403806,1701239.48773721
23729,625461STIL,1,OTHR,PRIV,ACT,5/8/2008 12:00:00 AM,,1,,5306.68,5306.68,,1,3177847.2372829,1701240.05138439
23730,14973STIL,98,UNKN,DPUB,ACT,,,1,,5290.72,,,1,3157234.37201265,1701240.23904805
23731,815659STIL,2,NO14,DPUB,ACT,1/10/2013 12:00:00 AM,9,3,5327.31,5320.39,,,1,3179507.47477606,1701245.2557703
23732,463231STIL,1,OTHR,PRIV,ACT,12/31/2004 12:00:00 AM,,1,,,,,1,3137165.68708448,1701247.39224896
23733,14969STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3144392.19690965,1701247.99493805
23734,14968STIL,98,UNKN,DPUB,ACT,2/7/1996 12:00:00 AM,,1,,5170.45,,,1,3140898.53099672,1701248.41783747
23735,408468STIL,3,NO16,PRIV,ACT,10/11/2002 12:00:00 AM,,1,,5312.25,,,1,3168707.36350231,1701250.46803021
23736,408467STIL,3,NO16,PRIV,ACT,10/11/2002 12:00:00 AM,,1,,5311.76,5311.71,,1,3168799.35905322,1701251.00510263
23737,406900STIL,2,NO14,PRIV,ACT,4/1/1994 12:00:00 AM,120,40,,,,,1,3141994.96679598,1701252.41192396
23738,1611176STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5176.92,5174.95,,,1,3139428.78984173,1701253.44013713
23739,14964STIL,3,UNKN,DPUB,ACT,,,1,,,,,1,3144319.12750198,1701255.03560638
23740,720315STIL,2,NO14,DPUB,ACT,4/15/2003 12:00:00 AM,6,2,,5306.11,,,1,3170302.97645281,1701255.34794171
23741,14962STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3147811.45319448,1701256.34269038
23742,636220STIL,2,NO14,DPUB,ACT,4/16/2003 12:00:00 AM,9,3,,5176.16,,,1,3139942.59327607,1701256.60515705
23743,463230STIL,1,OTHR,PRIV,ACT,12/31/2004 12:00:00 AM,,1,,,,,1,3137150.26159039,1701256.66880521
23744,720306STIL,2,NO14,DPUB,ACT,4/15/2003 12:00:00 AM,12,4,,5305.95,,,1,3170207.74862489,1701256.94931647
23745,14960STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3147724.25454998,1701260.6199128
23746,1611174STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5176.95,5175.05,,,1,3139432.88989915,1701264.57987863
23747,872180STIL,1,NO16,PRIV,ACT,11/3/2014 12:00:00 AM,,2,5176.38,5171.89,5171.75,,1,3141712.40371281,1701264.99031088
23748,470756STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5292.54,,,1,3175234.88719265,1701269.42271672
23749,463229STIL,1,OTHR,PRIV,ACT,12/31/2004 12:00:00 AM,,1,,,,,1,3137150.26159039,1701269.66845113
23750,14957STIL,2,NO14,DPUB,ACT,,,2,,,,,1,3146354.25269681,1701269.89384438
23751,14955STIL,98,UNKN,DPUB,ACT,4/1/1997 12:00:00 AM,,3,,,,,1,3141772.7720304,1701270.55427614
23752,1611173STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5177.13,,,,1,3139442.64316048,1701275.5568908
23753,14951STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3134819.17471714,1701284.49453697
23754,625482STIL,1,OTHR,PRIV,ACT,5/8/2008 12:00:00 AM,,1,,5306.14,5306.14,,1,3177642.18355915,1701284.91678022
23755,720316STIL,2,NO14,DPUB,ACT,4/15/2003 12:00:00 AM,6,2,,5305.92,,,1,3170302.97645281,1701285.44794713
23756,14950STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3146309.72293022,1701285.54801255
23757,1611171STIL,99,OTHR,PRIV,ACT,1/22/2019 12:00:00 AM,,1,5177.22,,,,1,3139445.8908574,1701287.14118521
23758,720307STIL,2,NO14,DPUB,ACT,4/15/2003 12:00:00 AM,6,2,,5306.21,,,1,3170207.74862489,1701287.1493873
23759,14947STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3144351.49292281,1701287.39807446
23760,14946STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3146398.90713505,1701287.49485905
23761,565474STIL,3,NO16,DPUB,ACT,8/19/1999 12:00:00 AM,,1,5178,5174.9,,,1,3139189.80934857,1701293.01814197
23762,14944STIL,98,UNKN,DPUB,ACT,,,1,,5155.53,,,1,3140917.02013297,1701294.33211571
23763,470726STIL,2,NO14,DPUB,ACT,1/12/2005 12:00:00 AM,,2,,5292.81,,,1,3175253.8960129,1701295.44300587
23764,463228STIL,1,OTHR,PRIV,ACT,12/31/2004 12:00:00 AM,,1,,,,,1,3137150.26159039,1701295.66839913
23765,14943STIL,98,UNKN,DPUB,ACT,4/4/1997 12:00:00 AM,,2,,5169.01,,,1,3140893.31578407,1701298.70087337
23766,856397STIL,99,OTHR,DPUB,ACT,4/14/2014 12:00:00 AM,111,37,5180.5,5178.5,5177.97,,1,3142038.57530457,1701300.03846914
23767,470699STIL,3,NO16,PRIV,ACT,5/23/2005 12:00:00 AM,,1,,5312.31,,,1,3169132.9929004,1701300.52764139
23768,406899STIL,98,UNKN,DPUB,ABND,12/30/1899 12:00:00 AM,,1,,,,,0,3143390.10016057,1701302.38098413
23769,470698STIL,3,NO16,PRIV,ACT,5/23/2005 12:00:00 AM,,1,,5312.01,5311.96,,1,3169068.12393564,1701302.92363396
23770,411165STIL,3,NO16,PRIV,ACT,8/28/2002 12:00:00 AM,,1,,5313.35,5313.33,,1,3168196.28578432,1701304.0548653
23771,470697STIL,3,NO16,PRIV,ACT,5/23/2005 12:00:00 AM,,1,,5311.7,5311.5,,1,3169019.01707847,1701304.06208313
23772,1647232STIL,1,OTHR,PRIV,ACT,6/15/2023 12:00:00 AM,,1,,,,,1,3160647.91833514,1701305.6473818
23773,14937STIL,2,ST,DPUB,ACT,,,1,,,,,1,3134788.64689106,1701308.75465904
23774,722690STIL,2,NO14,DPUB,ACT,,6,2,,,,,1,3168562.98813489,1701309.53156038
23775,722691STIL,2,NO14,DPUB,ACT,,6,2,,,,,1,3168519.95770915,1701309.62572029
23776,1647231STIL,1,OTHR,PRIV,ACT,6/15/2023 12:00:00 AM,,1,,,,,1,3160647.78808606,1701312.28811654
23777,1475131STIL,2,NO14,DPUB,ACT,6/18/2020 12:00:00 AM,6,2,5348.8,5345.62,,,1,3181398.61075756,1701316.96166363
23778,14933STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3144940.6810489,1701318.59158163
23779,407049STIL,2,NO14,DPUB,ACT,10/28/2003 12:00:00 AM,,2,,5311.04,5311.19,,1,3169001.33699574,1701319.00923172
23780,14932STIL,3,UNKN,PRIV,ACT,4/18/1996 12:00:00 AM,,1,,,,,1,3137788.43682323,1701319.04564896
23781,407048STIL,2,NO14,DPUB,ACT,10/28/2003 12:00:00 AM,,2,,5310.87,,,1,3168950.33316073,1701319.61684205
23782,411166STIL,3,NO16,PRIV,ACT,8/28/2002 12:00:00 AM,,1,,5313.91,,,1,3168017.89309648,1701320.99938521
23783,463227STIL,1,OTHR,PRIV,ACT,12/31/2004 12:00:00 AM,,1,,,,,1,3137150.26159039,1701321.66867521
23784,411164STIL,3,NO16,PRIV,ACT,8/28/2002 12:00:00 AM,,1,,5312.94,,,1,3168318.43284974,1701326.97739163
23785,1647230STIL,1,OTHR,PRIV,ACT,6/15/2023 12:00:00 AM,,1,,,,,1,3160647.83172114,1701330.6473318
23786,625473STIL,1,OTHR,PRIV,ACT,5/8/2008 12:00:00 AM,,1,,5306.81,5306.75,,1,3177664.88364498,1701332.91668421
23787,625474STIL,1,OTHR,PRIV,ACT,5/8/2008 12:00:00 AM,,1,,5307.74,5307.7,,1,3177676.31341214,1701332.91668421
23788,625475STIL,1,OTHR,PRIV,ACT,5/8/2008 12:00:00 AM,,1,,5308.54,5308.49,,1,3177699.40358905,1701332.91668421
23789,625476STIL,1,OTHR,PRIV,ACT,5/8/2008 12:00:00 AM,,1,,5308.63,5308.64,,1,3177711.56366973,1701332.91668421
23790,625477STIL,1,OTHR,PRIV,ACT,5/8/2008 12:00:00 AM,,1,,5309.33,,,1,3177749.45368581,1701332.91668421
23791,1600486STIL,2,NO14,DPUB,ACT,11/16/2021 12:00:00 AM,6,2,5204.97,5199.76,,,1,3144982.76692273,1701333.72376922
23792,14923STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3144895.63159831,1701334.8323628
23793,1647229STIL,1,OTHR,PRIV,ACT,6/15/2023 12:00:00 AM,,1,,,,,1,3160647.70147206,1701337.46162263
23794,14919STIL,98,UNKN,DPUB,ACT,,,3,,5196.29,,,1,3144145.97627348,1701337.92815714
23795,870055STIL,1,UNKN,FDST,ACT,,10,,5187.12,5180.94,5180.74,,1,3137899.75812289,1701338.7260558
23796,14915STIL,98,UNKN,DPUB,ACT,,,1,,,,,1,3147881.17582406,1701343.6984868
23797,14914STIL,98,UNKN,DPUB,ACT,4/4/1997 12:00:00 AM,,1,,5172.59,,,1,3140936.67265272,1701345.39631805
23798,463226STIL,1,OTHR,PRIV,ACT,12/31/2004 12:00:00 AM,,1,,,,,1,3137150.26159039,1701345.66928338
23799,1502262STIL,1,UNKN,PRIV,ACT,4/14/2021 12:00:00 AM,1,1,5340.2,5338.56,,,1,3132868.03623098,1701348.67944796
23800,1502260STIL,1,UNKN,PRIV,ACT,4/14/2021 12:00:00 AM,1,1,5340.29,5338.29,5338.29,,1,3132900.73629682,1701348.67944796
23801,1502246STIL,1,UNKN,PRIV,ACT,4/14/2021 12:00:00 AM,1,1,5340.05,5337.86,5337.86,,1,3132929.23623981,1701348.67944796
23802,406898STIL,2,UNKN,DPUB,ACT,12/30/1899 12:00:00 AM,,1,,,,,1,3143544.24552156,1701352.65024056
23803,464555STIL,3,NO16,PRIV,ACT,8/25/2004 12:00:00 AM,,1,,5179.24,5179.2,,1,3139785.35244881,1701352.97701155
23804,1647228STIL,1,OTHR,PRIV,ACT,6/15/2023 12:00:00 AM,,1,,,,,1,3160647.70147206,1701355.86447297
